Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
Jabberwock,BP03-U04EN,0,
Dark Alice,BP03-U05EN,0,
"Odette, White Swan",BP03-U06EN,0,
"Alice, Wonderland Explorer",BP03-U07EN,0,
Cassiopeia,BP04-001EN,0,
"C.C., Woodland Witch",BP04-002EN,0,
Deepwood Anomaly,BP04-003EN,0,
Deepwood Anomaly,BP04-004EN,0,
King Elephant,BP04-005EN,0,
King Elephant,BP04-006EN,0,
Fashionista Nelcha,BP04-007EN,0,
Spring-Green Protection,BP04-008EN,0,
Inviolable Verdancy,BP04-009EN,0,
"Sukuna, Brave and Small",BP04-010EN,0,
"Sukuna, Brave and Small",BP04-011EN,0,
Dolorblade Demon,BP04-012EN,0,
Elf Song,BP04-013EN,0,
Starry Elf,BP04-014EN,0,
Fita the Gentle Elf,BP04-015EN,0,
Fita the Gentle Elf,BP04-016EN,0,
Dryad,BP04-017EN,0,
Beetle Warrior,BP04-018EN,0,
Ivy Spellbomb,BP04-019EN,0,
"Mars, Silent Flame General",BP04-020EN,0,
"Mars, Silent Flame General",BP04-021EN,0,
Gawain of the Round Table,BP04-022EN,0,
Barbarossa,BP04-023EN,0,
Barbarossa,BP04-024EN,0,
Perseus,BP04-025EN,0,
Cyclone Blade,BP04-026EN,0,
Chivalrous Charge,BP04-027EN,0,
Shrouded Assassin,BP04-028EN,0,
Shrouded Assassin,BP04-029EN,0,
Lord General Romeo,BP04-030EN,0,
Round Table Assembly,BP04-031EN,0,
Princess Juliet,BP04-032EN,0,
Flail Knight,BP04-033EN,0,
Pollux,BP04-034EN,0,
Tristan of the Round Table,BP04-035EN,0,
Tristan of the Round Table,BP04-036EN,0,
Armor of the Stars,BP04-037EN,0,
Wordwielder Ginger,BP04-038EN,0,
Wordwielder Ginger,BP04-039EN,0,
Giant Chimera,BP04-040EN,0,
Star Reader Stella,BP04-041EN,0,
Europa,BP04-042EN,0,
Europa,BP04-043EN,0,
Chain of Calling,BP04-044EN,0,
Noble Instruction,BP04-045EN,0,
Freshman Lou,BP04-046EN,0,
Magic Illusionist,BP04-047EN,0,
Magic Illusionist,BP04-048EN,0,
Concentration,BP04-049EN,0,
Show of Loyalty,BP04-050EN,0,
Dazzling Healer,BP04-051EN,0,
Dazzling Healer,BP04-052EN,0,
Mage of Nightfall,BP04-053EN,0,
Astrologist of the Mist,BP04-054EN,0,
Magic Owl,BP04-055EN,0,
Starseer's Telescope,BP04-056EN,0,
Sibyl of the Waterwyrm,BP04-057EN,0,
"Kallen, Crimson Yaksha",BP04-058EN,0,
Python,BP04-059EN,0,
Python,BP04-060EN,0,
"Lævateinn Dragon, Defense Form",BP04-061EN,0,
"Lævateinn Dragon, Blast Form",BP04-062EN,0,
Prime Dragon Keeper,BP04-063EN,0,
Star Phoenix,BP04-064EN,0,
Star Phoenix,BP04-065EN,0,
Lightning Blast,BP04-066EN,0,
Guren Revolt,BP04-067EN,0,
Venomous Pucewyrm,BP04-068EN,0,
Cetus,BP04-069EN,0,
Cetus,BP04-070EN,0,
Dragonewt Fist,BP04-071EN,0,
Divine Tiger,BP04-072EN,0,
Dragonrearer Matilda,BP04-073EN,0,
Aqua Nereid,BP04-074EN,0,
Hippocampus,BP04-075EN,0,
Hippocampus,BP04-076EN,0,
Scaled Berserker,BP04-077EN,0,
Dragon's Nest,BP04-078EN,0,
Venomfang Medusa,BP04-079EN,0,
Howling Demon,BP04-080EN,0,
Howling Demon,BP04-081EN,0,
Demonlord Eachtar,BP04-082EN,0,
"Lelouch, Leader of the Black Knights",BP04-083EN,0,
Stheno,BP04-084EN,0,
Stheno,BP04-085EN,0,
Trial of the Gorgons,BP04-086EN,0,
Fenrir,BP04-087EN,0,
Fenrir,BP04-088EN,0,
Euryale,BP04-089EN,0,
Grave Desecration,BP04-090EN,0,
Emperor's Command,BP04-091EN,0,
Demonic Drummer,BP04-092EN,0,
Castor,BP04-093EN,0,
Frogbat,BP04-094EN,0,
Frogbat,BP04-095EN,0,
Scorpius,BP04-096EN,0,
Venomous Bite,BP04-097EN,0,
Aether of the White Wing,BP04-098EN,0,
Dark Jeanne,BP04-099EN,0,
Dark Jeanne,BP04-100EN,0,
"Zoe, Princess of Goldenia",BP04-101EN,0,
"Zoe, Princess of Goldenia",BP04-102EN,0,
Andromeda,BP04-103EN,0,
Globe of the Starways,BP04-104EN,0,
Dark Charisma,BP04-105EN,0,
Star Priestess,BP04-106EN,0,
Star Priestess,BP04-107EN,0,
Calydonian Boar,BP04-108EN,0,
Star Torrent,BP04-109EN,0,
Starchaser Sprite,BP04-110EN,0,
Sister of Punishment,BP04-111EN,0,
Mist Shaman,BP04-112EN,0,
Mist Shaman,BP04-113EN,0,
Octobishop,BP04-114EN,0,
Candelabra of Prayers,BP04-115EN,0,
Zodiac Demon,BP04-116EN,0,
Israfil,BP04-117EN,0,
Israfil,BP04-118EN,0,
"Grimnir, War Cyclone",BP04-119EN,0,
"Grimnir, War Cyclone",BP04-120EN,0,
"Arriet, Soothing Harpist",BP04-121EN,0,
Staircase to Paradise,BP04-122EN,0,
Purehearted Singer,BP04-123EN,0,
Goblin Princess,BP04-124EN,0,
Goblin Princess,BP04-125EN,0,
Mystic Ring,BP04-126EN,0,
Owlcat,BP04-127EN,0,
Owlcat,BP04-128EN,0,
Mr. Full Moon,BP04-129EN,0,
Night's Way,BP04-130EN,0,
Lelouch Lamperouge,BP04-LD%E2%93%8801EN,0,
C.C.,BP04-LD01EN,0,
Suzaku Kururugi,BP04-LD02EN,0,
Cornelia li Britannia,BP04-LD03EN,0,
Jeremiah Gottwald,BP04-LD04EN,0,
Kallen Kozuki,BP04-LD05EN,0,
Li Xingke,BP04-LD06EN,0,
Lelouch Lamperouge,BP04-LD07EN,0,
"Khawy, Underworld Arbiter",BP04-LD08EN,0,
Charles zi Britannia,BP04-LD09EN,0,
"Lorena, Gentle Piety",BP04-LD10EN,0,
Fashionista Nelcha,BP04-P01EN,0,
"Sukuna, Brave and Small",BP04-P02EN,0,
"Sukuna, Brave and Small",BP04-P03EN,0,
Beetle Warrior,BP04-P04EN,0,
Ivy Spellbomb,BP04-P05EN,0,
Perseus,BP04-P06EN,0,
Shrouded Assassin,BP04-P07EN,0,
Shrouded Assassin,BP04-P08EN,0,
Lord General Romeo,BP04-P09EN,0,
Princess Juliet,BP04-P10EN,0,
Star Reader Stella,BP04-P11EN,0,
Freshman Lou,BP04-P12EN,0,
Magic Illusionist,BP04-P13EN,0,
Magic Illusionist,BP04-P14EN,0,
Starseer's Telescope,BP04-P15EN,0,
Star Phoenix,BP04-P16EN,0,
Star Phoenix,BP04-P17EN,0,
Lightning Blast,BP04-P18EN,0,
Dragonewt Fist,BP04-P19EN,0,
Aqua Nereid,BP04-P20EN,0,
Stheno,BP04-P21EN,0,
Stheno,BP04-P22EN,0,
Trial of the Gorgons,BP04-P23EN,0,
Euryale,BP04-P24EN,0,
Venomous Bite,BP04-P25EN,0,
"Zoe, Princess of Goldenia",BP04-P26EN,0,
"Zoe, Princess of Goldenia",BP04-P27EN,0,
Star Torrent,BP04-P28EN,0,
Starchaser Sprite,BP04-P29EN,0,
Octobishop,BP04-P30EN,0,
"Grimnir, War Cyclone",BP04-P31EN,0,
"Grimnir, War Cyclone",BP04-P32EN,0,
Staircase to Paradise,BP04-P33EN,0,
Mystic Ring,BP04-P34EN,0,
Night's Way,BP04-P35EN,0,
Cassiopeia,BP04-SL01EN,0,
Deepwood Anomaly,BP04-SL02EN,0,
Deepwood Anomaly,BP04-SL03EN,0,
"Mars, Silent Flame General",BP04-SL04EN,0,
"Mars, Silent Flame General",BP04-SL05EN,0,
Gawain of the Round Table,BP04-SL06EN,0,
Wordwielder Ginger,BP04-SL07EN,0,
Wordwielder Ginger,BP04-SL08EN,0,
Giant Chimera,BP04-SL09EN,0,
Sibyl of the Waterwyrm,BP04-SL10EN,0,
Python,BP04-SL11EN,0,
Python,BP04-SL12EN,0,
"Lævateinn Dragon, Defense Form",BP04-SL13EN,0,
"Lævateinn Dragon, Blast Form",BP04-SL14EN,0,
Venomfang Medusa,BP04-SL15EN,0,
Howling Demon,BP04-SL16EN,0,
Howling Demon,BP04-SL17EN,0,
Aether of the White Wing,BP04-SL18EN,0,
Dark Jeanne,BP04-SL19EN,0,
Dark Jeanne,BP04-SL20EN,0,
Zodiac Demon,BP04-SL21EN,0,
Israfil,BP04-SL22EN,0,
Israfil,BP04-SL23EN,0,
"Lelouch, Righteous Emperor",BP04-SP01EN,0,
Serpent,BP04-T01EN,0,
Goblin King,BP04-T02EN,0,
Fairy Wisp,BP04-T03EN,0,
Fairy,BP04-T04EN,0,
Megalorca,BP04-T05EN,0,
Cassiopeia,BP04-U01EN,0,
Gawain of the Round Table,BP04-U02EN,0,
Europa,BP04-U03EN,0,
Prime Dragon Keeper,BP04-U04EN,0,
Venomfang Medusa,BP04-U05EN,0,
Aether of the White Wing,BP04-U06EN,0,
Israfil,BP04-U07EN,0,
"Izudia, Omen of Unkilling",BP05-001EN,0,
"Izudia, Omen of Unkilling",BP05-002EN,0,
"Spinaria, Keeper of Enigmas",BP05-003EN,0,
Apostle of Unkilling,BP05-004EN,0,
Apostle of Unkilling,BP05-005EN,0,
Morton the Manipulator,BP05-006EN,0,
Fairy Torrent,BP05-007EN,0,
Disciple of Unkilling,BP05-008EN,0,
"Noah, Vengeful Puppeteer",BP05-009EN,0,
"Noah, Vengeful Puppeteer",BP05-010EN,0,
Mark of the Unkilling,BP05-011EN,0,
Servant of Unkilling,BP05-012EN,0,
Mechanical Bowman,BP05-013EN,0,
Flower Doll,BP05-014EN,0,
Flower Doll,BP05-015EN,0,
Automaton Soldier,BP05-016EN,0,
Mark of the Six,BP05-017EN,0,
"Octrice, Omen of Usurpation",BP05-018EN,0,
"Octrice, Omen of Usurpation",BP05-019EN,0,
Magna Legacy,BP05-020EN,0,
Apostle of Usurpation,BP05-021EN,0,
Apostle of Usurpation,BP05-022EN,0,
Empyreal Swordsman,BP05-023EN,0,
Confront Adversity,BP05-024EN,0,
Disciple of Usurpation,BP05-025EN,0,
Fervent Machine Soldier,BP05-026EN,0,
"Geno, Machine Artisan",BP05-027EN,0,
"Geno, Machine Artisan",BP05-028EN,0,
Servant of Usurpation,BP05-029EN,0,
Captain Meteo,BP05-030EN,0,
Captain Meteo,BP05-031EN,0,
Gravikinetic Warrior,BP05-032EN,0,
Usurping Spineblade,BP05-033EN,0,
Avaritia,BP05-034EN,0,
"Raio, Omen of Truth",BP05-035EN,0,
"Raio, Omen of Truth",BP05-036EN,0,
"Lishenna, Omen of Destruction",BP05-037EN,0,
Apostle of Truth,BP05-038EN,0,
Apostle of Truth,BP05-039EN,0,
"Safira, Synthetic Beast",BP05-040EN,0,
Destructive Refrain,BP05-041EN,0,
Iron Staff Mechanic,BP05-042EN,0,
Iron Staff Mechanic,BP05-043EN,0,
Truth's Adjudication,BP05-044EN,0,
Monochromatic Destruction,BP05-045EN,0,
Disciple of Truth,BP05-046EN,0,
Disciple of Destruction,BP05-047EN,0,
Servant of Destruction,BP05-048EN,0,
Servant of Destruction,BP05-049EN,0,
Honest Cohort,BP05-050EN,0,
Metaproduction,BP05-051EN,0,
"Galmieux, Omen of Disdain",BP05-052EN,0,
"Galmieux, Omen of Disdain",BP05-053EN,0,
Electromagical Rhino,BP05-054EN,0,
Apostle of Disdain,BP05-055EN,0,
Apostle of Disdain,BP05-056EN,0,
God Bullet Golem,BP05-057EN,0,
Disdainful Rending,BP05-058EN,0,
Disciple of Disdain,BP05-059EN,0,
Cursed Stone,BP05-060EN,0,
Cursed Stone,BP05-061EN,0,
Amethyst Giant,BP05-062EN,0,
Servant of Disdain,BP05-063EN,0,
Silver Automaton,BP05-064EN,0,
Airship Whale,BP05-065EN,0,
Airship Whale,BP05-066EN,0,
Colossal Construct,BP05-067EN,0,
Total Domination,BP05-068EN,0,
"Valnareik, Omen of Lust",BP05-069EN,0,
"Rulenye, Omen of Silence",BP05-070EN,0,
"Rulenye, Omen of Silence",BP05-071EN,0,
Apostle of Lust,BP05-072EN,0,
Apostle of Silence,BP05-073EN,0,
Apostle of Silence,BP05-074EN,0,
Disciple of Lust,BP05-075EN,0,
Masked Puppet,BP05-076EN,0,
Masked Puppet,BP05-077EN,0,
Wings of Lust,BP05-078EN,0,
Silent Purge,BP05-079EN,0,
Servant of Lust,BP05-080EN,0,
Servant of Lust,BP05-081EN,0,
Servant of Silence,BP05-082EN,0,
Hamelin,BP05-083EN,0,
Embracing Wings,BP05-084EN,0,
Thundering Roar,BP05-085EN,0,
"Marwynn, Omen of Repose",BP05-086EN,0,
"Marwynn, Omen of Repose",BP05-087EN,0,
Deus Ex Machina,BP05-088EN,0,
Apostle of Repose,BP05-089EN,0,
Apostle of Repose,BP05-090EN,0,
Hakrabi,BP05-091EN,0,
Ancient Protector,BP05-092EN,0,
Disciple of Repose,BP05-093EN,0,
Unidentified Subject,BP05-094EN,0,
Unidentified Subject,BP05-095EN,0,
Silver Cog Spinner,BP05-096EN,0,
Servant of Repose,BP05-097EN,0,
Demon's Epitaph,BP05-098EN,0,
Demon's Epitaph,BP05-099EN,0,
The Saviors,BP05-100EN,0,
Realm of Repose,BP05-101EN,0,
Ancient Amplifier,BP05-102EN,0,
"Mjerrabaine, Omen of One",BP05-103EN,0,
"Mjerrabaine, Omen of One",BP05-104EN,0,
"Gilnelise, Omen of Craving",BP05-105EN,0,
Apostle of Craving,BP05-106EN,0,
Apostle of Craving,BP05-107EN,0,
"Lyrial, Archer Throne",BP05-108EN,0,
"Feena, Dynamite Daredevil",BP05-109EN,0,
"Rosa, Mech Wing Maiden",BP05-110EN,0,
"Rosa, Mech Wing Maiden",BP05-111EN,0,
Enlightenment,BP05-112EN,0,
Craving's Splendor,BP05-113EN,0,
Cat Cannoneer,BP05-114EN,0,
Cat Cannoneer,BP05-115EN,0,
Steel Demolitionist,BP05-116EN,0,
Gliesaray,BP05-117EN,0,
"Liza, Greenwood Queen",BP05-LD01EN,0,
"Albert, Tempestuous Doom",BP05-LD02EN,0,
"Anne & Grea, Bonds Everlasting",BP05-LD03EN,0,
"Ian & Adelle, Transcendent Love",BP05-LD04EN,0,
"Cerberus, Festive Hound",BP05-LD05EN,0,
"Zoe, Golden Princess",BP05-LD06EN,0,
Apostle of Unkilling,BP05-P01EN,0,
Apostle of Unkilling,BP05-P02EN,0,
Disciple of Unkilling,BP05-P03EN,0,
"Noah, Vengeful Puppeteer",BP05-P04EN,0,
"Noah, Vengeful Puppeteer",BP05-P05EN,0,
Mark of the Unkilling,BP05-P06EN,0,
Servant of Unkilling,BP05-P07EN,0,
Mark of the Six,BP05-P08EN,0,
Apostle of Usurpation,BP05-P09EN,0,
Apostle of Usurpation,BP05-P10EN,0,
Disciple of Usurpation,BP05-P11EN,0,
Servant of Usurpation,BP05-P12EN,0,
Usurping Spineblade,BP05-P13EN,0,
Avaritia,BP05-P14EN,0,
Apostle of Truth,BP05-P15EN,0,
Apostle of Truth,BP05-P16EN,0,
Destructive Refrain,BP05-P17EN,0,
Truth's Adjudication,BP05-P18EN,0,
Monochromatic Destruction,BP05-P19EN,0,
Disciple of Truth,BP05-P20EN,0,
Disciple of Destruction,BP05-P21EN,0,
Servant of Destruction,BP05-P22EN,0,
Servant of Destruction,BP05-P23EN,0,
Honest Cohort,BP05-P24EN,0,
Apostle of Disdain,BP05-P25EN,0,
Apostle of Disdain,BP05-P26EN,0,
Disdainful Rending,BP05-P27EN,0,
Disciple of Disdain,BP05-P28EN,0,
Servant of Disdain,BP05-P29EN,0,
Total Domination,BP05-P30EN,0,
Apostle of Lust,BP05-P31EN,0,
Apostle of Silence,BP05-P32EN,0,
Apostle of Silence,BP05-P33EN,0,
Disciple of Lust,BP05-P34EN,0,
Wings of Lust,BP05-P35EN,0,
Silent Purge,BP05-P36EN,0,
Servant of Lust,BP05-P37EN,0,
Servant of Lust,BP05-P38EN,0,
Servant of Silence,BP05-P39EN,0,
Embracing Wings,BP05-P40EN,0,
Thundering Roar,BP05-P41EN,0,
Apostle of Repose,BP05-P42EN,0,
Apostle of Repose,BP05-P43EN,0,
Disciple of Repose,BP05-P44EN,0,
Servant of Repose,BP05-P45EN,0,
The Saviors,BP05-P46EN,0,
Realm of Repose,BP05-P47EN,0,
Apostle of Craving,BP05-P48EN,0,
Apostle of Craving,BP05-P49EN,0,
"Rosa, Mech Wing Maiden",BP05-P50EN,0,
"Rosa, Mech Wing Maiden",BP05-P51EN,0,
Enlightenment,BP05-P52EN,0,
Craving's Splendor,BP05-P53EN,0,
Gliesaray,BP05-P54EN,0,
"Izudia, Omen of Unkilling",BP05-SL01EN,0,
"Izudia, Omen of Unkilling",BP05-SL02EN,0,
"Spinaria, Keeper of Enigmas",BP05-SL03EN,0,
"Octrice, Omen of Usurpation",BP05-SL04EN,0,
"Octrice, Omen of Usurpation",BP05-SL05EN,0,
Magna Legacy,BP05-SL06EN,0,
"Raio, Omen of Truth",BP05-SL07EN,0,
"Raio, Omen of Truth",BP05-SL08EN,0,
"Lishenna, Omen of Destruction",BP05-SL09EN,0,
"Galmieux, Omen of Disdain",BP05-SL10EN,0,
"Galmieux, Omen of Disdain",BP05-SL11EN,0,
Electromagical Rhino,BP05-SL12EN,0,
"Valnareik, Omen of Lust",BP05-SL13EN,0,
"Rulenye, Omen of Silence",BP05-SL14EN,0,
"Rulenye, Omen of Silence",BP05-SL15EN,0,
"Marwynn, Omen of Repose",BP05-SL16EN,0,
"Marwynn, Omen of Repose",BP05-SL17EN,0,
Deus Ex Machina,BP05-SL18EN,0,
"Mjerrabaine, Omen of One",BP05-SL19EN,0,
"Mjerrabaine, Omen of One",BP05-SL20EN,0,
"Gilnelise, Omen of Craving",BP05-SL21EN,0,
Destruction in White,BP05-T01EN,0,
Destruction in Black,BP05-T02EN,0,
Puppet,BP05-T03EN,0,
Ancient Artifact,BP05-T04EN,0,
Mystic Artifact,BP05-T05EN,0,
Knight,BP05-T06EN,0,
Shield Guardian,BP05-T07EN,0,
"Izudia, Omen of Unkilling",BP05-U01EN,0,
"Octrice, Omen of Usurpation",BP05-U02EN,0,
"Lishenna, Omen of Destruction",BP05-U03EN,0,
"Galmieux, Omen of Disdain",BP05-U04EN,0,
"Valnareik, Omen of Lust",BP05-U05EN,0,
"Marwynn, Omen of Repose",BP05-U06EN,0,
"Gilnelise, Omen of Craving",BP05-U07EN,0,
Fairy,BP05-UT01EN,0,
"Lymaga, Forest Champion",BP06-001EN,0,
"Lymaga, Forest Champion",BP06-002EN,0,
"Amataz, Fairy Blader",BP06-003EN,0,
Greenbrier Elf,BP06-004EN,0,
Wildwood Matriarch,BP06-005EN,0,
Wildwood Matriarch,BP06-006EN,0,
Fairy Dragon,BP06-007EN,0,
Woodland Cleaver,BP06-008EN,0,
Woodland Cleaver,BP06-009EN,0,
Assault Jaguar,BP06-010EN,0,
Spiritshine,BP06-011EN,0,
Greenwood Guardian,BP06-012EN,0,
Crossbow Sniper,BP06-013EN,0,
Mallet Monkey,BP06-014EN,0,
Mallet Monkey,BP06-015EN,0,
Elven Sentry,BP06-016EN,0,
Synchronized Slash,BP06-017EN,0,
"Kagemitsu, Matchless Blade",BP06-018EN,0,
"Ralmia, Sonic Racer",BP06-019EN,0,
"Ralmia, Sonic Racer",BP06-020EN,0,
Steadfast Samurai,BP06-021EN,0,
Hero of Antiquity,BP06-022EN,0,
Hero of Antiquity,BP06-023EN,0,
Courtly Dance,BP06-024EN,0,
Quickdraw Maven,BP06-025EN,0,
Quickdraw Maven,BP06-026EN,0,
Twinsword Master,BP06-027EN,0,
Grand Acquisition,BP06-028EN,0,
Samurai Outlaw,BP06-029EN,0,
Samurai Outlaw,BP06-030EN,0,
Adept Thief,BP06-031EN,0,
Petalwink Paladin,BP06-032EN,0,
Levin Scholar,BP06-033EN,0,
Breakneck Draw,BP06-034EN,0,
"Kuon, Founder of Onmyodo",BP06-035EN,0,
"Mysteria, Magic Founder",BP06-036EN,0,
"Mysteria, Magic Founder",BP06-037EN,0,
Curse Crafter,BP06-038EN,0,
Curse Crafter,BP06-039EN,0,
Hulking Giant,BP06-040EN,0,
Shikigami Summons,BP06-041EN,0,
Demoncaller,BP06-042EN,0,
Demoncaller,BP06-043EN,0,
Traditional Sorcerer,BP06-044EN,0,
Crimson Meteor Storm,BP06-045EN,0,
Talisman Disciple,BP06-046EN,0,
Charming Gentlemouse,BP06-047EN,0,
Charming Gentlemouse,BP06-048EN,0,
Passionate Potioneer,BP06-049EN,0,
Golem's Rampage,BP06-050EN,0,
Mirror of Truth,BP06-051EN,0,
"Garyu, Supreme Dragonkin",BP06-052EN,0,
"Garyu, Supreme Dragonkin",BP06-053EN,0,
"Filene, Whitefrost Dragonewt",BP06-054EN,0,
Phoenix Empress,BP06-055EN,0,
Wyrm God of the Skies,BP06-056EN,0,
Wyrm God of the Skies,BP06-057EN,0,
Whitefrost Whisper,BP06-058EN,0,
Ice Dancing Dragonewt,BP06-059EN,0,
Ice Dancing Dragonewt,BP06-060EN,0,
Jadelong Tactician,BP06-061EN,0,
Aquascale Stalwart,BP06-062EN,0,
Swordwhip Dragoon,BP06-063EN,0,
Dragonblader,BP06-064EN,0,
Dragonblader,BP06-065EN,0,
Trident Merman,BP06-066EN,0,
Dragon Chef,BP06-067EN,0,
Flamewinged Might,BP06-068EN,0,
"Ginsetsu, Great Fox",BP06-069EN,0,
"Ginsetsu, Great Fox",BP06-070EN,0,
Aragavy the Berserker,BP06-071EN,0,
Shuten-Doji,BP06-072EN,0,
Shuten-Doji,BP06-073EN,0,
Bear Pelt Warrior,BP06-074EN,0,
"Yuzuki, Righteous Demon",BP06-075EN,0,
Kasha,BP06-076EN,0,
Cougar Pelt Warrior,BP06-077EN,0,
Cougar Pelt Warrior,BP06-078EN,0,
Unleash the Nightmare,BP06-079EN,0,
Zashiki-Warashi,BP06-080EN,0,
Zashiki-Warashi,BP06-081EN,0,
Antelope Pelt Warrior,BP06-082EN,0,
Rookie Succubus,BP06-083EN,0,
Demonic Procession,BP06-084EN,0,
Berserker's Pelt,BP06-085EN,0,
"Wilbert, Grand Knight",BP06-086EN,0,
"Karula, Arts Master",BP06-087EN,0,
"Karula, Arts Master",BP06-088EN,0,
Saintly Leader,BP06-089EN,0,
Phantom Blade Wielder,BP06-090EN,0,
Phantom Blade Wielder,BP06-091EN,0,
Manifest Devotion,BP06-092EN,0,
Holy Lancer,BP06-093EN,0,
Holy Lancer,BP06-094EN,0,
Boost Kicker,BP06-095EN,0,
Feather Sanctuary,BP06-096EN,0,
Winged Staff Priestess,BP06-097EN,0,
Gravity Grappler,BP06-098EN,0,
Barrage Brawler,BP06-099EN,0,
Barrage Brawler,BP06-100EN,0,
Holy Counterattack,BP06-101EN,0,
Focus,BP06-102EN,0,
Mammoth God's Colosseum,BP06-103EN,0,
Badb Catha,BP06-104EN,0,
Badb Catha,BP06-105EN,0,
"Mithra, Daybreak Deity",BP06-106EN,0,
"Mithra, Daybreak Deity",BP06-107EN,0,
Fall from Grace,BP06-108EN,0,
Colosseum on High,BP06-109EN,0,
"Chaht, Ringside Announcer",BP06-110EN,0,
"Chaht, Ringside Announcer",BP06-111EN,0,
Clash of Heroes,BP06-112EN,0,
Biofabrication,BP06-113EN,0,
Sweet-Tooth Sleuth,BP06-114EN,0,
Bazooka Goblins,BP06-115EN,0,
Bazooka Goblins,BP06-116EN,0,
Sentry Gate,BP06-117EN,0,
"Lycoris, Soothing Venom",BP06-LD01EN,0,
Oracle of the Waterwyrm,BP06-LD02EN,0,
Wildwood Matriarch,BP06-P01EN,0,
Wildwood Matriarch,BP06-P02EN,0,
Spiritshine,BP06-P03EN,0,
Crossbow Sniper,BP06-P04EN,0,
Synchronized Slash,BP06-P05EN,0,
Steadfast Samurai,BP06-P06EN,0,
Courtly Dance,BP06-P07EN,0,
Quickdraw Maven,BP06-P08EN,0,
Quickdraw Maven,BP06-P09EN,0,
Breakneck Draw,BP06-P10EN,0,
Demoncaller,BP06-P11EN,0,
Demoncaller,BP06-P12EN,0,
Traditional Sorcerer,BP06-P13EN,0,
Crimson Meteor Storm,BP06-P14EN,0,
Talisman Disciple,BP06-P15EN,0,
Phoenix Empress,BP06-P16EN,0,
Ice Dancing Dragonewt,BP06-P17EN,0,
Ice Dancing Dragonewt,BP06-P18EN,0,
Aquascale Stalwart,BP06-P19EN,0,
Swordwhip Dragoon,BP06-P20EN,0,
Shuten-Doji,BP06-P21EN,0,
Shuten-Doji,BP06-P22EN,0,
Bear Pelt Warrior,BP06-P23EN,0,
Rookie Succubus,BP06-P24EN,0,
Demonic Procession,BP06-P25EN,0,
Saintly Leader,BP06-P26EN,0,
Holy Lancer,BP06-P27EN,0,
Holy Lancer,BP06-P28EN,0,
Winged Staff Priestess,BP06-P29EN,0,
Focus,BP06-P30EN,0,
Colosseum on High,BP06-P31EN,0,
Clash of Heroes,BP06-P32EN,0,
"Lymaga, Forest Champion",BP06-SL01EN,0,
"Lymaga, Forest Champion",BP06-SL02EN,0,
"Amataz, Fairy Blader",BP06-SL03EN,0,
"Kagemitsu, Matchless Blade",BP06-SL04EN,0,
"Ralmia, Sonic Racer",BP06-SL05EN,0,
"Ralmia, Sonic Racer",BP06-SL06EN,0,
"Kuon, Founder of Onmyodo",BP06-SL07EN,0,
"Mysteria, Magic Founder",BP06-SL08EN,0,
"Mysteria, Magic Founder",BP06-SL09EN,0,
"Garyu, Supreme Dragonkin",BP06-SL10EN,0,
"Garyu, Supreme Dragonkin",BP06-SL11EN,0,
"Filene, Whitefrost Dragonewt",BP06-SL12EN,0,
"Ginsetsu, Great Fox",BP06-SL13EN,0,
"Ginsetsu, Great Fox",BP06-SL14EN,0,
Aragavy the Berserker,BP06-SL15EN,0,
"Wilbert, Grand Knight",BP06-SL16EN,0,
"Karula, Arts Master",BP06-SL17EN,0,
"Karula, Arts Master",BP06-SL18EN,0,
Mammoth God's Colosseum,BP06-SL19EN,0,
Badb Catha,BP06-SL20EN,0,
Badb Catha,BP06-SL21EN,0,
Celestial Shikigami,BP06-T01EN,0,
Paper Shikigami,BP06-T02EN,0,
One-Tailed Fox,BP06-T03EN,0,
Fairy Wisp,BP06-T04EN,0,
Fairy,BP06-T05EN,0,
Magic Sediment,BP06-T06EN,0,
Dragon,BP06-T07EN,0,
Megalorca,BP06-T08EN,0,
Forest Bat,BP06-T09EN,0,
Holy Falcon,BP06-T10EN,0,
Mystic Artifact,BP06-T11EN,0,
"Lymaga, Forest Champion",BP06-U01EN,0,
"Ralmia, Sonic Racer",BP06-U02EN,0,
"Kuon, Founder of Onmyodo",BP06-U03EN,0,
"Filene, Whitefrost Dragonewt",BP06-U04EN,0,
"Ginsetsu, Great Fox",BP06-U05EN,0,
"Karula, Arts Master",BP06-U06EN,0,
Badb Catha,BP06-U07EN,0,
"Ladica, the Stoneclaw",BP07-001EN,0,
"Ladica, the Stoneclaw",BP07-002EN,0,
"Cynthia, the Queen's Blade",BP07-003EN,0,
Primal Giant,BP07-004EN,0,
"Setus, the Beastblade",BP07-005EN,0,
"Setus, the Beastblade",BP07-006EN,0,
Send 'Em Packing,BP07-007EN,0,
Blossom Spirit,BP07-008EN,0,
Blossom Spirit,BP07-009EN,0,
Avatar of Fruition,BP07-010EN,0,
Divine Smithing,BP07-011EN,0,
Cheshire Cat,BP07-012EN,0,
Ghastly Treant,BP07-013EN,0,
Forest Hermit,BP07-014EN,0,
Forest Hermit,BP07-015EN,0,
Marvelously Mad Hatter,BP07-016EN,0,
Fertile Aether,BP07-017EN,0,
"Bayleon, Sovereign Light",BP07-018EN,0,
"Bayleon, Sovereign Light",BP07-019EN,0,
"Mistolina, Forest Princess",BP07-020EN,0,
Tsubaki of the Demon Blade,BP07-021EN,0,
